review_title,review_text,sentiment
Must buy!,very good product,Positive
Brilliant,very ,neutral
Must buy!,nice and easy to use very convenient,positive
Terrific,as expected no damage the delivery services is quite fasterthanx flipkart,negative
Simply awesome,good,positive
Pretty good,good,positive
Classy product,very nice product from flipkart,positive
Pretty good,good for 3 family members easy to use,positive
Slightly disappointed,tried to bake cake cake got half baked first after that sides only got baked center remained raw,
Fabulous!,nice at this price,positive
Just okay,its very good,positive
Really Nice,its very good gofor it,positive
Nice,happy,Positive
Classy product,good ,positive
Wonderful,worked nicely,positive
Really Nice,nice,Positive
Pretty good,good,positive
Highly recommended,really nice product gifted it to my younger brother and he is very satisfied,positive
Excellent,very good,positive
Value-for-money,good at price,positive
Great product,good,positive
Terrific,awesome,Positive
Brilliant,good,positive
Mind-blowing purchase,good product thanks flipkart,
Value-for-money,nic,positive
Very Good,superb,Positive
Good,good looking great,positive
Wonderful,i like this produced,positive
Horrible,nice,positive
Decent product,nice product,positive
Good quality product,superb,positive
Simply awesome,best prod,positive
Pretty good,great product and gets the job done,positive
Wonderful,it very valuable for money,Positive
Fabulous!,amazing product,positive
Just wow!,verry gooo product i like it,positive
Wonderful,pruduct was good for light usage not for heavy usage it takes time to cook food properly,positive
Brilliant,nice n perfect otg,Positive
Awesome,osm,positive
Best in the market!,good one,positive
Good quality product,good product,positive
Must buy!,darun,neutral
Worth every penny,worth it totally i have never been disappointed by marq products this was a fab deal great product,positive
Classy product,beautiful and big after use i will review again,positive
Fabulous!,those who love baking must have this otg,positive
Decent product,ok,neutral
Just okay,good product,
Does the job,access heat outside the oven not good enough,negative
Terrific purchase,good quality,positive
Fabulous!,good luck hot ,Positive
Best in the market!,this is one of the amazing products at this price trust me just go for it,positive
Best in the market!,very nice ,positive
Classy product,this is my second product of marq and i am satisfied with this,positive
Good quality product,its a very nice product and very usefull,positive
Terrific,good prduct for small family i m reviewing after using 1 month grill bake toast every thing osmthanx flippant,positive
Highly recommended,nice,positive
Good choice,good quality fast delivery,positive
Good quality product,good,Positive
Just wow!,i bought this in 3500 for a wedding gift and next day it was 2900 i hate u for doing this flipkart but yeah i have one in my home and it works fantastic that s why i decided to buy this as a gift,Neutral
Simply awesome,good,positive
Terrific purchase,super,positive
Great product,waoooo very good thank you flipkart,Positive
Just wow!,best size for four people awesome in use,positive
Best in the market!,after using its really very good but only thing is the product body gets heated other than that excellent,Neutral
Super!,super quality,positive
Really Nice,very good quality product,positive
Must buy!,super product thanks flipkart,positive
Worth the money,good product i ll update more details later,positive
Nice,great,positive
Best in the market!,nice packing and quality too happy customer thank u flipcart ,positive
Terrific purchase,good,positive
Worth the money,good,positive
Terrific,have been using the product for about 2 months nowit works well and is kinda cost efficientmust buy,positive
Classy product,extraordinary otg in such a low price i loved it,positive
Classy product,product is good if you know how to use,positive
Perfect product!,excellent,positive
Great product,nice delivery boy thanks,positive
